Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
"heirloom-vault-box","Heirloom Seed Vault Box","<p>Twelve open-pollinated varieties in a tin meant to live in a cool closet. Tomato, bean, lettuce, herb, and flower — the starter library for a household that intends to save seed.</p><p><strong>Is this right for me?</strong> The right first seed purchase if you want food and a reason to learn saving. Not a single-crop bulk bag.</p><p><strong>Included:</strong></p><ul><li>Brandywine tomato</li><li>Cherokee Purple tomato</li><li>Marketmore cucumber</li><li>Rainbow carrot</li><li>Lacinato kale</li><li>Genovese basil</li><li>Provider bean</li><li>Buttercrunch lettuce</li><li>Calendar zinnia</li><li>Lemon gem marigold</li><li>Cilantro</li><li>Seed-saving envelope pack</li></ul><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, heirloom, collection, beginner, food, seed-saving","TRUE","Title","Default","HH-0046","45","shopify","23","deny","manual","48.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/heirloom-vault-box.webp","Heirloom Seed Vault Box","active"
"brandywine-tomato-seeds","Brandywine Pink Tomato Seeds","<p>The pink beefsteak people mean when they say a tomato tasted like July. Indeterminate, patient, worth the wait. Open-pollinated so you can save seed from the fruit you liked most.</p><p><strong>Is this right for me?</strong> If you have a full season and a stake. Not a 60-day patio cherry.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, tomato, heirloom, vegetable, food","TRUE","Title","Default","HH-0047","45","shopify","24","deny","manual","5.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/brandywine-tomato-seeds.webp","Brandywine Pink Tomato Seeds","active"
"cherokee-purple-seeds","Cherokee Purple Tomato Seeds","<p>Dusky shoulders, dense flesh, the tomato you slice thick. Another vault staple, genetically distinct from Brandywine on purpose.</p><p><strong>Is this right for me?</strong> Grow it next to Brandywine if you want to taste why diversity matters.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, tomato, heirloom, vegetable","TRUE","Title","Default","HH-0048","45","shopify","25","deny","manual","5.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/cherokee-purple-seeds.webp","Cherokee Purple Tomato Seeds","active"
"organic-cherry-tomato","Organic Sweet Cherry Tomato","<p>A generous cherry that ripens in clusters and forgives uneven watering. The beginner tomato we actually recommend.</p><p><strong>Is this right for me?</strong> Balconies, kids, and anyone who has killed a beefsteak. This one wants to live.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, tomato, organic, beginner, vegetable","TRUE","Title","Default","HH-0049","45","shopify","26","deny","manual","4.75","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/organic-cherry-tomato.webp","Organic Sweet Cherry Tomato","active"
"genovese-basil-seeds","Genovese Basil Seeds","<p>The pesto leaf: large, sweet, and productive in a pot or a DWC site. Succession-sow every three weeks.</p><p><strong>Is this right for me?</strong> The herb that earns an indoor shelf. You will not regret two packets.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, basil, herb, indoor, beginner","TRUE","Title","Default","HH-0050","45","shopify","27","deny","manual","3.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/genovese-basil-seeds.webp","Genovese Basil Seeds","active"
"cilantro-seeds","Cilantro Seeds","<p>Slow-bolt cilantro for spring and fall. Let a few plants flower — the pollinators will clock in, and you can save coriander.</p><p><strong>Is this right for me?</strong> Cool weather. It will bolt in July heat; that is biology, not failure.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, cilantro, herb, pollinator","TRUE","Title","Default","HH-0051","45","shopify","28","deny","manual","3.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/cilantro-seeds.webp","Cilantro Seeds","active"
"lettuce-cut-mix","Cut-and-Come-Again Lettuce Mix","<p>Loose-leaf mix for bowls, DWC sites, and a 4×8 bed. Harvest the outer leaves; the plant keeps working.</p><p><strong>Is this right for me?</strong> The fastest food crop we sell. If you want proof that growing works, start here.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, lettuce, beginner, hydroponic, vegetable","TRUE","Title","Default","HH-0052","45","shopify","29","deny","manual","4.25","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/lettuce-cut-mix.webp","Cut-and-Come-Again Lettuce Mix","active"
"lacinato-kale-seeds","Lacinato Kale Seeds","<p>Dinosaur kale that sweetens after frost. A winter workhorse in a low tunnel or an unheated house.</p><p><strong>Is this right for me?</strong> Cold climates and people who eat greens after tomatoes are done.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, kale, vegetable, cold","TRUE","Title","Default","HH-0053","45","shopify","30","deny","manual","3.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/lacinato-kale-seeds.webp","Lacinato Kale Seeds","active"
"pepper-rainbow-collection","Rainbow Pepper Seed Collection","<p>Five sweet and frying peppers in one sleeve. Start them on a heat mat; they are slow on purpose.</p><p><strong>Is this right for me?</strong> If you will start indoors eight weeks before last frost. Direct-sowing peppers is a disappointment.</p><p><strong>Included:</strong></p><ul><li>Lipstick</li><li>Corno di Toro</li><li>Golden California Wonder</li><li>Padron</li><li>Jimmy Nardello</li></ul><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, pepper, collection, vegetable","TRUE","Title","Default","HH-0054","45","shopify","31","deny","manual","14.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/pepper-rainbow-collection.webp","Rainbow Pepper Seed Collection","active"
"marketmore-cucumber","Marketmore Cucumber Seeds","<p>A classic slicing cucumber that behaves in a raised bed and a greenhouse trellis. Bitter-free if you water evenly.</p><p><strong>Is this right for me?</strong> Beds and greenhouses with a trellis. Not a tiny patio pot.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, cucumber, vegetable","TRUE","Title","Default","HH-0055","45","shopify","32","deny","manual","3.75","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/marketmore-cucumber.webp","Marketmore Cucumber Seeds","active"
"black-beauty-zucchini","Black Beauty Zucchini Seeds","<p>The summer squash that taught a generation to check the plant daily. Two plants is a household. Six is a church donation.</p><p><strong>Is this right for me?</strong> Beginners with a bed and a little space. It wants to succeed.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, zucchini, squash, beginner, vegetable","TRUE","Title","Default","HH-0056","45","shopify","33","deny","manual","3.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/black-beauty-zucchini.webp","Black Beauty Zucchini Seeds","active"
"mammoth-sunflower","Mammoth Grey Stripe Sunflower","<p>Ten-foot flowers, edible seed, goldfinches in September. A food crop that also does habitat work.</p><p><strong>Is this right for me?</strong> Yards with sun and a fence line. Too tall for a balcony box.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, sunflower, flower, pollinator, bird, habitat","TRUE","Title","Default","HH-0057","45","shopify","34","deny","manual","3.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/mammoth-sunflower.webp","Mammoth Grey Stripe Sunflower","active"
"zinnia-pollinator-mix","Pollinator Zinnia Mix","<p>A cut-and-come mix that bees clock from the road. Successive sowings keep color (and forage) into frost.</p><p><strong>Is this right for me?</strong> The easiest habitat planting we sell. Direct sow after frost.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, zinnia, flower, pollinator, beginner","TRUE","Title","Default","HH-0058","45","shopify","35","deny","manual","4.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/zinnia-pollinator-mix.webp","Pollinator Zinnia Mix","active"
"common-milkweed","Common Milkweed Seeds","<p>Asclepias syriaca for monarchs that actually live here. Native, perennial, and not a tropical milkweed substitute.</p><p><strong>Is this right for me?</strong> If you have a patch you can leave standing through winter. Not a tidy annual bed.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, milkweed, native, pollinator, monarch","TRUE","Title","Default","HH-0059","45","shopify","36","deny","manual","6.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/common-milkweed.webp","Common Milkweed Seeds","active"
"echinacea-purpurea","Purple Coneflower Seeds","<p>Echinacea for goldfinches, bees, and a perennial spine in the habitat bed. Stratify or sow in fall.</p><p><strong>Is this right for me?</strong> Patience required — perennials do not perform like zinnias in year one.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, echinacea, native, pollinator, perennial","TRUE","Title","Default","HH-0060","45","shopify","37","deny","manual","4.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/echinacea-purpurea.webp","Purple Coneflower Seeds","active"
"beginner-seed-crate","Beginner Seed Crate","<p>Six easy crops, a sowing calendar for zones 4–7, and markers. Designed so a first garden produces dinner, not homework.</p><p><strong>Is this right for me?</strong> The seed analog of training wheels. If you already have a seed tin, skip it.</p><p><strong>Included:</strong></p><ul><li>Lettuce mix</li><li>Basil</li><li>Provider bean</li><li>Zucchini</li><li>Rainbow carrot</li><li>Cherry tomato</li><li>Zone calendar</li><li>Markers</li></ul><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, beginner, kit, vegetable, herb","TRUE","Title","Default","HH-0061","45","shopify","38","deny","manual","22.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/beginner-seed-crate.webp","Beginner Seed Crate","active"
"indoor-herb-seed-kit","Indoor Herb Seed Kit","<p>Basil, parsley, chives, and mint in a windowsill format. Written for cooks, not botanists.</p><p><strong>Is this right for me?</strong> Apartments and winter kitchens. Mint will try to own a garden bed — keep it potted.</p><p><strong>Included:</strong></p><ul><li>Basil</li><li>Parsley</li><li>Chives</li><li>Mint</li><li>Four peat-free pots</li></ul><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, herb, indoor, beginner, kit","TRUE","Title","Default","HH-0062","45","shopify","39","deny","manual","16.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/indoor-herb-seed-kit.webp","Indoor Herb Seed Kit","active"
"bulk-lettuce-pound","Bulk Lettuce Mix, 1 lb","<p>A production bag for NFT channels, market benches, and CSAs. Same cut-and-come genetics as the packet, without the pretty envelope.</p><p><strong>Is this right for me?</strong> Growers who sow weekly. A household will not finish this before it ages.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, lettuce, bulk, pro, commercial","TRUE","Size","Packet","HH-0063","45","shopify","40","deny","manual","48.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/bulk-lettuce-pound.webp","Bulk Lettuce Mix, 1 lb","active"
"rainbow-carrot-seeds","Rainbow Carrot Seeds","<p>Purple, yellow, and orange roots for a bed that looks like a market stall. Needs loose soil — raised beds win.</p><p><strong>Is this right for me?</strong> Deep, stone-free soil. Clay without a bed will fork them.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, carrot, vegetable, heirloom","TRUE","Title","Default","HH-0064","45","shopify","41","deny","manual","4.25","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/rainbow-carrot-seeds.webp","Rainbow Carrot Seeds","active"
"provider-bean-seeds","Provider Bush Bean Seeds","<p>An early bush bean that fills a row without a trellis. Freeze what you cannot eat in August.</p><p><strong>Is this right for me?</strong> Direct sow after frost. The definition of a confident first crop.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, bean, vegetable, beginner","TRUE","Title","Default","HH-0065","45","shopify","42","deny","manual","4.50","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/provider-bean-seeds.webp","Provider Bush Bean Seeds","active"
"alpine-strawberry","Alpine Strawberry Seeds","<p>Fragaria vesca from seed — small fruit, outsized flavor, happy in a trough or a greenhouse edge. Perennial once established.</p><p><strong>Is this right for me?</strong> Patient people and balcony growers. Not a June-bearing field strawberry.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, strawberry, fruit, perennial","TRUE","Title","Default","HH-0066","45","shopify","43","deny","manual","5.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/alpine-strawberry.webp","Alpine Strawberry Seeds","active"
"sugar-baby-watermelon","Sugar Baby Watermelon Seeds","<p>An icebox melon that ripens in northern summers. Give it heat, water at the root, and one plant per generous hill.</p><p><strong>Is this right for me?</strong> Full sun and space to sprawl. Not a 12-inch pot crop.</p><ul><li>Format: Packet</li><li>Treatment: Untreated</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, watermelon, fruit","TRUE","Title","Default","HH-0067","45","shopify","44","deny","manual","3.95","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/sugar-baby-watermelon.webp","Sugar Baby Watermelon Seeds","active"
"native-prairie-mix","Northeast Prairie Forage Mix","<p>A regional mix of grasses and wildflowers for a patch you can stop mowing. Written for the Northeast; not a generic “wildflower can.”</p><p><strong>Is this right for me?</strong> A sunny strip you can leave messy. Lawns you still want to look like lawns are the wrong site.</p><ul><li>Covers: ~200 sq ft</li><li>Region: Northeast / Mid-Atlantic</li></ul>","HarvestHome","Heirloom Seed Vault","seeds, native, pollinator, habitat, meadow","TRUE","Title","Default","HH-0068","45","shopify","45","deny","manual","18.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/native-prairie-mix.webp","Northeast Prairie Forage Mix","active"
"drip-starter-50","Drip Starter 50-ft Kit","<p>Fifty feet of drip line, a filter, a pressure regulator, and the fittings people forget at the hardware store. The kit we send when someone says they want to stop dragging a hose.</p><p><strong>Is this right for me?</strong> Beds and rows up to about 50 feet from a spigot. Not a lawn sprinkler.</p><ul><li>Line: 50 ft 1/2 in drip</li><li>Includes: Filter, regulator, fittings</li></ul>","HarvestHome","Irrigation & Water","irrigation, drip, beginner, water, kit","TRUE","Title","Default","HH-0069","1814","shopify","46","deny","manual","54.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/drip-starter-50.webp","Drip Starter 50-ft Kit","active"
"raised-bed-irrigation-kit","Raised Bed Irrigation Kit","<p>Sized for two 4×8 beds: drip lines, a manifold, stakes, and a diagram that assumes you are a person, not an irrigation designer.</p><p><strong>Is this right for me?</strong> If you have (or are buying) rectangular beds. A winding cottage garden wants micro-sprays instead.</p><p><strong>Included:</strong></p><ul><li>Manifold</li><li>Drip line for 2× 4×8 beds</li><li>Stakes</li><li>Fittings</li><li>Diagram</li></ul><ul></ul>","HarvestHome","Irrigation & Water","irrigation, raised-bed, kit, drip, beginner","TRUE","Title","Default","HH-0070","2268","shopify","47","deny","manual","72.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/raised-bed-irrigation-kit.webp","Raised Bed Irrigation Kit","active"
"garden-irrigation-kit","Garden Irrigation Kit","<p>A mixed kit: drip for rows, micro-sprays for greens, and a hose-end filter. For a backyard that is not all one geometry.</p><p><strong>Is this right for me?</strong> A typical backyard food garden with beds plus a patch of flowers.</p><ul></ul>","HarvestHome","Irrigation & Water","irrigation, kit, drip, micro","TRUE","Title","Default","HH-0071","3175","shopify","12","deny","manual","96.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/garden-irrigation-kit.webp","Garden Irrigation Kit","active"
"soaker-50","Soaker Hose 50 ft","<p>A porous hose that weeps along its length. Lay it, mulch over it, put it on a timer. No emitters to clog in well water.</p><p><strong>Is this right for me?</strong> Straight rows and the base of hedges. Not a good match for pots on a rail.</p><ul><li>Length: 50 ft</li><li>Type: Porous soaker</li></ul>","HarvestHome","Irrigation & Water","irrigation, soaker, water","TRUE","Title","Default","HH-0072","1814","shopify","13","deny","manual","28.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/soaker-50.webp","Soaker Hose 50 ft","active"
"micro-sprinkler-kit","Micro-Irrigation Sprinkler Kit","<p>Peg sprinklers on 1/4-inch spikes for greens and newly sown seed that drip would miss. Low trajectory, less waste than an oscillating fan.</p><p><strong>Is this right for me?</strong> Seedbeds and leafy canopies. Fruiting tomatoes still prefer drip at the root.</p><ul><li>Sprinklers: 10</li><li>Throw: ~6 ft each</li></ul>","HarvestHome","Irrigation & Water","irrigation, micro, sprinkler, seedlings","TRUE","Title","Default","HH-0073","907","shopify","14","deny","manual","34.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/micro-sprinkler-kit.webp","Micro-Irrigation Sprinkler Kit","active"
"oscillating-sprinkler","Oscillating Bed Sprinkler","<p>A metal-arm sprinkler for establishing a new bed or watering a block of corn. Use it as a tool, not a lifestyle — drip is still smarter for food.</p><p><strong>Is this right for me?</strong> Establishment watering and lawn-adjacent beds. Not the most water-wise daily driver.</p><ul><li>Coverage: Up to 3,000 sq ft</li></ul>","HarvestHome","Irrigation & Water","irrigation, sprinkler","TRUE","Title","Default","HH-0074","907","shopify","15","deny","manual","26.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/oscillating-sprinkler.webp","Oscillating Bed Sprinkler","active"
"garden-timer-mechanical","Mechanical Irrigation Timer","<p>A clockwork hose-end timer with no app and no excuses. Two batteries last a season. The device that makes drip kits real.</p><p><strong>Is this right for me?</strong> Everyone who bought drip line and then watered by hand anyway. Start here before a smart controller.</p><ul><li>Zones: 1</li><li>Power: 2× AAA</li></ul>","HarvestHome","Irrigation & Water","irrigation, timer, beginner, automation","TRUE","Title","Default","HH-0075","363","shopify","16","deny","manual","32.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/garden-timer-mechanical.webp","Mechanical Irrigation Timer","active"
"smart-irrigation-controller","Smart Irrigation Controller","<p>A four-zone controller that skips a cycle after rain and lets you water from a phone when the train is late. Weather-aware, not gimmick-aware.</p><p><strong>Is this right for me?</strong> Multiple zones, travel, or a household that fights about who watered. Overkill for one 4×8.</p><ul><li>Zones: 4</li><li>Weather: Rain skip</li></ul>","HarvestHome","Irrigation & Water","irrigation, smart, controller, automation","TRUE","Title","Default","HH-0076","635","shopify","17","deny","manual","159.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/smart-irrigation-controller.webp","Smart Irrigation Controller","active"
"rain-barrel-50","Rain Barrel 50 gal","<p>A closed 50-gallon barrel with a screen, overflow, and a brass spigot at the bottom. Roof water for the beds — not a mosquito pond.</p><p><strong>Is this right for me?</strong> Any downspout you can divert. Pair with a pump if you want drip pressure.</p><ul><li>Capacity: 50 gal</li><li>Lid: Screened, child-resistant</li></ul>","HarvestHome","Irrigation & Water","irrigation, rain, water, conservation, barrel","TRUE","Title","Default","HH-0077","9979","shopify","18","deny","manual","149.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/rain-barrel-50.webp","Rain Barrel 50 gal","active"
"water-tank-250","Water Storage Tank 250 gal","<p>A 250-gallon food-grade tank for greenhouse production, fire-wise storage, or a serious rain harvest. Sits on a pad; does not roll away.</p><p><strong>Is this right for me?</strong> Greenhouses, farms, and off-grid watering. A 50-gallon barrel is enough for most households.</p><ul><li>Capacity: 250 gal</li><li>Material: Food-grade polyethylene</li></ul>","HarvestHome","Irrigation & Water","irrigation, tank, rain, commercial, water","TRUE","Title","Default","HH-0078","21772","shopify","19","deny","manual","429.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/water-tank-250.webp","Water Storage Tank 250 gal","active"
"transfer-pump","Utility Transfer Pump","<p>Moves barrel water up to drip pressure. The missing piece between rain storage and a real irrigation zone.</p><p><strong>Is this right for me?</strong> If gravity from the barrel is not enough for emitters. City-spigot drip kits do not need this.</p><ul><li>Flow: 330 GPH</li><li>Inlet: 3/4 in</li></ul>","HarvestHome","Irrigation & Water","irrigation, pump, rain","TRUE","Title","Default","HH-0079","3629","shopify","20","deny","manual","118.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/transfer-pump.webp","Utility Transfer Pump","active"
"disc-filter","Disc Filter","<p>A spin-clean disc filter for drip mains. Open it, rinse it, put it back — the reason emitters survive well water.</p><p><strong>Is this right for me?</strong> Every drip system on well, pond, or barrel water. Cheap insurance.</p><ul><li>Mesh: 120</li><li>Clean: Rinse discs</li></ul>","HarvestHome","Irrigation & Water","irrigation, filter","TRUE","Title","Default","HH-0080","454","shopify","21","deny","manual","24.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/disc-filter.webp","Disc Filter","active"
"pressure-regulator","Pressure Regulator 25 PSI","<p>Drip line wants 20–30 PSI. Household spigots often throw 60. This brass puck is the difference between a kit and a fountain.</p><p><strong>Is this right for me?</strong> Municipal water and strong well pumps. Gravity barrels can skip it.</p><ul><li>Output: 25 PSI</li><li>Inlet: 3/4 in hose</li></ul>","HarvestHome","Irrigation & Water","irrigation, regulator, drip","TRUE","Title","Default","HH-0081","272","shopify","22","deny","manual","14.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/pressure-regulator.webp","Pressure Regulator 25 PSI","active"
"irrigation-tube-100","Irrigation Tubing 100 ft","<p>One hundred feet of 1/2-inch mainline. The extra run from the house to the back bed is why kits feel “short.”</p><p><strong>Is this right for me?</strong> If the spigot is more than a hose-length from the garden. Measure twice.</p><ul><li>Length: 100 ft</li><li>Size: 1/2 in</li></ul>","HarvestHome","Irrigation & Water","irrigation, tubing","TRUE","Length","50 ft","HH-0082","2722","shopify","23","deny","manual","28.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/irrigation-tube-100.webp","Irrigation Tubing 100 ft","active"
"emitter-pack","Drip Emitter Assortment","<p>Flag emitters, button emitters, and adjustable stakes. Because plants are not all the same thirst.</p><p><strong>Is this right for me?</strong> A refill and a way to tune a kit. Tomatoes want more than lettuce.</p><ul><li>Count: 40 mixed</li></ul>","HarvestHome","Irrigation & Water","irrigation, emitters, drip","TRUE","Title","Default","HH-0083","363","shopify","24","deny","manual","16.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/emitter-pack.webp","Drip Emitter Assortment","active"
"connector-assortment","Irrigation Connector Assortment","<p>Tees, elbows, couplings, goof plugs, and hose adapters in a tin. The bag that prevents a mid-project hardware-store run.</p><p><strong>Is this right for me?</strong> Always. Kits never include the extra tee you need.</p><ul><li>Pieces: 60+</li></ul>","HarvestHome","Irrigation & Water","irrigation, fittings, connectors","TRUE","Title","Default","HH-0084","454","shopify","25","deny","manual","18.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/connector-assortment.webp","Irrigation Connector Assortment","active"
"hose-reel","Garden Hose Reel","<p>A crank reel that keeps 100 feet of hose off the tomatoes. Unremarkable, and the yard looks like someone lives there.</p><p><strong>Is this right for me?</strong> If you still water with a wand sometimes — and you will.</p><ul><li>Capacity: 100 ft of 5/8 in hose</li></ul>","HarvestHome","Irrigation & Water","irrigation, hose, reel, tools","TRUE","Title","Default","HH-0085","6350","shopify","26","deny","manual","79.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/hose-reel.webp","Garden Hose Reel","active"
"automatic-watering-kit","Automatic Garden Watering Kit","<p>Timer, filter, regulator, 50 feet of drip, and a spare fitting tin. The “I am going away in July” system.</p><p><strong>Is this right for me?</strong> The flagship water kit. If you only buy one irrigation thing, buy this.</p><p><strong>Included:</strong></p><ul><li>Mechanical timer</li><li>Filter</li><li>25 PSI regulator</li><li>50 ft drip line</li><li>Emitter pack</li><li>Connector tin</li></ul><ul></ul>","HarvestHome","Irrigation & Water","irrigation, kit, automation, bundle, beginner","TRUE","Title","Default","HH-0086","3629","shopify","27","deny","manual","118.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/automatic-watering-kit.webp","Automatic Garden Watering Kit","active"
"compost-tumbler","Dual Compost Tumbler","<p>Two chambers so you can fill one while the other finishes. Kitchen scraps become something a bed can eat, without a pile that looks like a project abandoned.</p><p><strong>Is this right for me?</strong> Households that cook. A worm bin is better on a balcony; this wants a pad outdoors.</p><ul><li>Chambers: 2 × 18 gal</li><li>Action: Hand crank</li></ul>","HarvestHome","Sustainable Gardening","compost, sustainable, soil, beginner","TRUE","Title","Default","HH-0087","14515","shopify","28","deny","manual","168.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/compost-tumbler.webp","Dual Compost Tumbler","active"
"worm-bin","Worm Composting Bin","<p>A stacked tray bin for red wigglers. Quiet, indoor-legal, and the reason apartment gardeners can still make fertility.</p><p><strong>Is this right for me?</strong> Apartments and people who do not want a yard tumbler. You still have to feed them.</p><ul><li>Trays: 3</li><li>Indoor: Yes</li></ul>","HarvestHome","Sustainable Gardening","compost, worms, indoor, balcony, sustainable","TRUE","Title","Default","HH-0088","3629","shopify","29","deny","manual","79.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/worm-bin.webp","Worm Composting Bin","active"
"rain-chain-kit","Rain Chain Diverter Kit","<p>A copper-finished chain and a diverter that looks like architecture, not a plastic elbow. Directs roof water toward a barrel or a bed.</p><p><strong>Is this right for me?</strong> A visible downspout you are willing to make beautiful. Pair with a barrel.</p><ul><li>Length: 8 ft chain</li><li>Finish: Copper tone</li></ul>","HarvestHome","Sustainable Gardening","rain, water, conservation","TRUE","Title","Default","HH-0089","2722","shopify","30","deny","manual","86.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/rain-chain-kit.webp","Rain Chain Diverter Kit","active"
"soil-amendment-sack","Living Soil Amendment, 1.5 cu ft","<p>Compost, biochar, and mineral fines in a sack you actually cut into a bed. Not a dye-green “garden soil” bag.</p><p><strong>Is this right for me?</strong> New beds and tired dirt. Hydroponic reservoirs do not want this.</p><ul><li>Volume: 1.5 cu ft</li></ul>","HarvestHome","Sustainable Gardening","soil, amendment, compost, raised-bed","TRUE","Title","Default","HH-0090","12701","shopify","31","deny","manual","22.00","","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/sylvara/main/public/products/soil-amendment-sack.webp","Living Soil Amendment, 1.5 cu ft","active"
